id;person1_id;person2_id;marriage;separation;local;created_at;updated_at
317;238;1001;;;;2023-05-15 01:37:06 UTC;2023-05-15 01:37:06 UTC
318;240;1002;;;;2023-05-15 01:37:06 UTC;2023-05-15 01:37:06 UTC
319;241;1003;;;;2023-05-15 01:37:06 UTC;2023-05-15 01:37:06 UTC
320;242;1004;;;;2023-05-15 01:37:06 UTC;2023-05-15 01:37:06 UTC
321;1005;1006;;;;2023-05-15 01:37:06 UTC;2023-05-15 01:37:06 UTC
322;1008;1009;;;;2023-05-15 01:37:06 UTC;2023-05-15 01:37:06 UTC
323;1012;1013;;;;2023-05-15 01:37:06 UTC;2023-05-15 01:37:06 UTC
324;1015;1016;;;;2023-05-15 01:37:06 UTC;2023-05-15 01:37:06 UTC
325;1018;1019;;;;2023-05-15 01:37:06 UTC;2023-05-15 01:37:06 UTC
326;1023;1024;;;;2023-05-15 01:37:06 UTC;2023-05-15 01:37:06 UTC
327;1025;1026;;;;2023-05-15 01:37:06 UTC;2023-05-15 01:37:06 UTC
328;88;1027;;;;2023-05-15 01:37:06 UTC;2023-05-15 01:37:06 UTC
329;89;1028;;;;2023-05-15 01:37:06 UTC;2023-05-15 01:37:06 UTC
330;91;1031;;;;2023-05-15 01:37:06 UTC;2023-05-15 01:37:06 UTC
331;91;1033;;;;2023-05-15 01:37:06 UTC;2023-05-15 01:37:06 UTC
332;90;1036;;;;2023-05-15 01:37:06 UTC;2023-05-15 01:37:06 UTC
333;387;1037;2023-05-22;;;2023-05-26 21:43:36 UTC;2023-05-26 21:43:36 UTC
334;1021;1038;1954-01-02;;;2023-05-26 22:00:55 UTC;2023-05-26 22:00:55 UTC
335;1039;1040;;;;2023-05-26 22:02:05 UTC;2023-05-26 22:02:05 UTC
336;1041;1042;;;;2023-05-26 22:32:34 UTC;2023-05-26 22:32:34 UTC
27;55;229;1955-07-09;;;2023-05-15 01:36:53 UTC;2023-05-26 22:37:56 UTC
28;56;223;1956-11-28;;;2023-05-15 01:36:53 UTC;2023-05-26 22:42:51 UTC
337;1043;1044;;;;2023-05-26 23:24:42 UTC;2023-05-26 23:24:42 UTC
338;1045;1046;;;;2023-05-27 00:43:33 UTC;2023-05-27 00:43:33 UTC
339;231;1048;;;;2023-05-27 01:20:50 UTC;2023-05-27 01:20:50 UTC
340;1049;1050;;;;2023-05-27 01:21:14 UTC;2023-05-27 01:21:14 UTC
341;1051;1052;;;;2023-05-27 01:40:12 UTC;2023-05-27 01:40:12 UTC
342;1053;1054;;;;2023-05-27 02:03:11 UTC;2023-05-27 02:03:11 UTC
343;10;1055;1973-11-18;;São Paulo/SP;2023-05-27 02:23:14 UTC;2023-05-27 02:23:14 UTC
344;1056;1057;;;;2023-05-27 02:23:26 UTC;2023-05-27 02:23:26 UTC
345;389;1059;;;"";2023-05-29 01:33:21 UTC;2023-05-29 01:33:21 UTC
346;1060;1061;;;"";2023-06-25 15:31:22 UTC;2023-06-25 15:31:22 UTC
347;1064;1065;;;"";2023-06-26 00:32:05 UTC;2023-06-26 00:32:05 UTC
348;1066;1067;;;"";2023-06-26 00:36:39 UTC;2023-06-26 00:36:39 UTC
349;1065;1073;;;"";2023-06-26 12:13:02 UTC;2023-06-26 12:13:02 UTC
350;1080;1081;;;"";2023-06-26 12:32:28 UTC;2023-06-26 12:32:28 UTC
351;1074;1075;;;"";2023-06-26 12:34:24 UTC;2023-06-26 12:34:24 UTC
352;1078;1079;;;"";2023-06-26 12:37:08 UTC;2023-06-26 12:37:08 UTC
353;1082;1083;;;"";2024-07-12 00:06:52 UTC;2024-07-12 00:06:52 UTC
